date,ticker,open,high,low,close,volume,returns
2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200.0,-0.0018914541241649152
2020-07-02,AAPL,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600.0,0.0
2020-07-06,AAPL,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600.0,0.026750215989129744
2020-07-07,AAPL,93.85250091552734,94.65499877929688,93.05750274658205,93.17250061035156,112424400.0,-0.003102858481131565
2020-07-08,AAPL,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000.0,0.023290114086561564
2020-07-09,AAPL,96.2624969482422,96.31749725341795,94.67250061035156,95.75250244140624,125642800.0,0.004300324276778733
2020-07-10,AAPL,95.33499908447266,95.9800033569336,94.70500183105467,95.91999816894533,90257200.0,0.0017492569203774178
2020-07-13,AAPL,97.26499938964844,99.95500183105467,95.25749969482422,95.47750091552734,191649200.0,-0.004613190803429812
2020-07-14,AAPL,94.83999633789062,97.25499725341795,93.87750244140624,97.05750274658205,170989200.0,0.016548420475024805
2020-07-15,AAPL,98.98999786376952,99.24749755859376,96.48999786376952,97.7249984741211,153198000.0,0.0068773222950304636
2020-07-16,AAPL,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600.0,-0.012304931270650021
2020-07-17,AAPL,96.9875030517578,97.14749908447266,95.83999633789062,96.32749938964844,92186800.0,-0.0020202512022980956
2020-07-20,AAPL,96.4175033569336,98.5,96.0625,98.35749816894533,90318000.0,0.021073927924625924
2020-07-21,AAPL,99.17250061035156,99.25,96.74250030517578,97.0,103433200.0,-0.013801674444927414
2020-07-22,AAPL,96.69249725341795,97.9749984741211,96.60250091552734,97.27249908447266,89001600.0,0.0028092689120893244
2020-07-23,AAPL,96.99749755859376,97.07749938964844,92.01000213623048,92.84500122070312,197004400.0,-0.04551643995416055
2020-07-24,AAPL,90.9875030517578,92.97000122070312,89.1449966430664,92.61499786376952,185438800.0,-0.0024772831483610425
2020-07-27,AAPL,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859376,121214000.0,0.023700261787544807
2020-07-28,AAPL,94.36750030517578,94.5500030517578,93.24749755859376,93.25250244140624,103625600.0,-0.016427540948147135
